ID,factura,Fecha,vehiculo,costo_total,costo_directo,costo_fijo
658548,Q116.63,2017-05-13,Moto,Q54.63,Q36.05,Q18.57
430554,Q145.17,2017-07-02,Moto,Q79.17,Q46.71,Q32.46
400087,Q129.78,2017-01-30,Moto,Q63.78,Q37.63,Q26.15
989412,Q143.72,2017-10-29,Moto,Q88.72,Q58.56,Q30.17
462373,Q92.72,2017-10-04,Moto,Q52.72,Q32.16,Q20.56
462373,Q44.61,2017-10-24,Moto,Q11.61,Q7.08,Q4.53
482060,Q155.41,2017-01-21,Moto,Q102.41,Q64.52,Q37.89
525603,Q142.63,2017-07-24,Moto,Q68.63,Q41.86,Q26.76
777064,Q71.54,2017-05-30,Moto,Q56.54,Q34.49,Q22.05
777064,Q87.31,2017-10-24,Moto,Q68.31,Q40.99,Q27.32
900220,Q53.16,2017-09-30,Moto,Q28.16,Q18.02,Q10.14
582628,Q67.45,2017-07-28,Moto,Q15.45,Q10.04,Q5.41
786909,Q121.27,2017-12-01,Moto,Q80.27,Q47.36,Q32.91
898466,Q166.75,2017-01-06,Moto,Q93.75,Q62.81,Q30.94
674938,Q123.91,2017-11-18,Moto,Q35.91,Q24.06,Q11.85
462299,Q139.55,2017-05-21,Moto,Q46.55,Q28.86,Q17.69
835330,Q78.19,2017-12-05,Moto,Q55.19,Q37.53,Q17.66
634546,Q58.23,2017-05-04,Moto,Q30.23,Q20.26,Q9.98
750556,Q107.48,2017-11-07,Moto,Q46.48,Q30.21,Q16.27
720766,Q142.79,2017-08-23,Moto,Q42.79,Q28.24,Q14.55
836879,Q121.15,2017-06-01,Moto,Q78.15,Q49.23,Q28.92
311030,Q141.47,2017-09-20,Moto,Q75.47,Q47.54,Q27.92
400953,Q110.56,2017-03-05,Moto,Q85.56,Q56.47,Q29.09
648995,Q76.07,2017-10-23,Moto,Q30.07,Q18.04,Q12.03
658888,Q131.02,2017-02-02,Moto,Q81.02,Q51.04,Q29.98
658888,Q130.05,2017-04-10,Moto,Q73.05,Q48.95,Q24.11
812502,Q142.98,2017-06-14,Moto,Q82.98,Q50.61,Q32.36
393335,Q106.46,2017-07-03,Moto,Q69.46,Q44.45,Q25.01
949641,Q85.65,2017-02-27,Moto,Q17.65,Q11.30,Q6.36
949641,Q120.84,2017-10-24,Moto,Q91.84,Q61.53,Q30.31
377398,Q195.32,2017-08-23,Moto,Q99.32,Q62.57,Q36.75
728261,Q135.22,2017-10-10,Moto,Q91.22,Q57.47,Q33.75
974704,Q134.09,2017-03-29,Moto,Q66.09,Q39.66,Q26.44
783757,Q51.19,2017-01-03,Moto,Q34.19,Q21.88,Q12.31
332995,Q131.71,2017-11-08,Moto,Q95.71,Q64.13,Q31.59
631615,Q96.59,2017-07-20,Moto,Q32.59,Q19.55,Q13.04
911202,Q130.41,2017-06-02,Moto,Q46.41,Q31.56,Q14.85
571166,Q172.88,2017-12-02,Moto,Q80.88,Q50.95,Q29.92
571166,Q101.93,2017-02-13,Moto,Q32.93,Q19.76,Q13.17
757859,Q125.13,2017-05-19,Moto,Q71.13,Q44.10,Q27.03
563940,Q215.42,2017-02-06,Moto,Q137.42,Q86.58,Q50.85
312441,Q142.25,2017-07-16,Moto,Q44.25,Q27.88,Q16.37
847650,Q79.98,2017-06-24,Moto,Q62.98,Q41.56,Q21.41
883715,Q78.27,2017-12-31,Moto,Q31.27,Q20.64,Q10.63
889873,Q75.75,2017-07-26,Moto,Q58.75,Q38.19,Q20.56
609881,Q162.04,2017-03-17,Moto,Q63.04,Q38.45,Q24.59
609881,Q101.38,2017-03-20,Moto,Q34.38,Q20.63,Q13.75
763837,Q107.46,2017-12-07,Moto,Q43.46,Q27.82,Q15.65
775244,Q88.06,2017-07-17,Moto,Q62.06,Q41.58,Q20.48
446917,Q150.40,2017-09-10,Moto,Q97.40,Q61.36,Q36.04
611208,Q44.14,2017-06-15,Moto,Q29.14,Q17.19,Q11.95
814606,Q83.18,2017-02-21,Moto,Q50.18,Q32.62,Q17.56
501824,Q89.04,2017-01-25,Moto,Q67.04,Q43.58,Q23.47
310616,Q126.80,2017-10-03,Moto,Q48.80,Q32.70,Q16.11
611627,Q66.96,2017-05-30,Moto,Q47.96,Q29.74,Q18.23
412286,Q129.79,2017-01-05,Moto,Q51.79,Q34.70,Q17.09
495061,Q162.17,2017-05-13,Moto,Q108.17,Q70.31,Q37.86
800316,Q108.35,2017-02-07,Moto,Q77.35,Q47.96,Q29.39
800316,Q102.52,2017-10-31,Moto,Q86.52,Q58.83,Q27.69
822251,Q90.65,2017-02-09,Moto,Q68.65,Q42.56,Q26.09
309063,Q36.58,2017-05-04,Moto,Q15.58,Q9.19,Q6.39
914948,Q49.94,2017-08-25,Moto,Q29.94,Q18.86,Q11.08
604108,Q119.64,2017-11-08,Moto,Q58.64,Q35.18,Q23.46
985563,Q43.91,2017-08-03,Moto,Q26.91,Q18.03,Q8.88
390994,Q93.43,2017-09-26,Moto,Q22.43,Q14.58,Q7.85
390994,Q147.37,2017-01-29,Moto,Q49.37,Q31.60,Q17.77
466730,Q86.75,2017-04-28,Moto,Q68.75,Q45.38,Q23.38
300062,Q112.22,2017-06-16,Moto,Q71.22,Q44.16,Q27.06
867075,Q127.57,2017-01-08,Moto,Q39.57,Q26.11,Q13.45
524167,Q122.52,2017-06-05,Moto,Q88.52,Q54.00,Q34.52
524167,Q126.07,2017-04-28,Moto,Q28.07,Q17.41,Q10.67
658319,Q65.74,2017-05-29,Moto,Q24.74,Q16.08,Q8.66
970473,Q154.65,2017-05-13,Moto,Q85.65,Q56.53,Q29.12
616919,Q47.23,2017-09-20,Moto,Q32.23,Q19.66,Q12.57
439605,Q88.65,2017-01-30,Moto,Q54.65,Q33.88,Q20.77
888549,Q71.96,2017-06-20,Moto,Q21.96,Q14.49,Q7.47
424704,Q177.82,2017-11-06,Moto,Q78.82,Q52.02,Q26.80
971266,Q116.81,2017-11-24,Moto,Q94.81,Q60.68,Q34.13
545707,Q113.12,2017-01-17,Moto,Q29.12,Q18.35,Q10.78
334597,Q139.86,2017-03-02,Moto,Q41.86,Q28.05,Q13.81
485757,Q112.08,2017-05-02,Moto,Q84.08,Q56.33,Q27.75
929441,Q113.50,2017-10-09,Moto,Q61.50,Q38.13,Q23.37
657827,Q83.13,2017-02-05,Moto,Q46.13,Q29.99,Q16.15
459008,Q70.12,2017-08-13,Moto,Q32.12,Q19.27,Q12.85
888327,Q83.61,2017-12-24,Moto,Q55.61,Q35.59,Q20.02
658875,Q84.30,2017-12-07,Moto,Q65.30,Q41.79,Q23.51
646959,Q118.80,2017-02-10,Moto,Q53.80,Q36.59,Q17.22
921762,Q145.95,2017-01-24,Moto,Q76.95,Q45.40,Q31.55
921762,Q168.86,2017-01-11,Moto,Q121.86,Q71.90,Q49.96
343926,Q98.92,2017-04-30,Moto,Q62.92,Q37.75,Q25.17
799265,Q131.60,2017-10-01,Moto,Q39.60,Q24.95,Q14.65
866036,Q148.91,2017-07-17,Moto,Q63.91,Q40.26,Q23.65
532321,Q96.37,2017-05-22,Moto,Q70.37,Q45.74,Q24.63
498493,Q160.77,2017-07-30,Moto,Q65.77,Q38.80,Q26.96
651990,Q49.23,2017-02-12,Moto,Q23.23,Q15.80,Q7.43
588953,Q132.08,2017-03-02,Moto,Q90.08,Q54.95,Q35.13
735319,Q127.50,2017-12-20,Moto,Q83.50,Q51.77,Q31.73
440712,Q176.14,2017-03-13,Moto,Q122.14,Q80.61,Q41.53
550803,Q181.94,2017-02-22,Moto,Q83.94,Q55.40,Q28.54
450239,Q77.70,2017-10-21,Moto,Q45.70,Q27.42,Q18.28
864281,Q198.47,2017-06-27,Moto,Q108.47,Q73.76,Q34.71
864281,Q193.05,2017-09-27,Moto,Q143.05,Q92.98,Q50.07
864281,Q177.92,2017-12-18,Moto,Q109.92,Q65.95,Q43.97
864281,Q240.04,2017-12-17,Moto,Q147.04,Q95.57,Q51.46
342311,Q129.48,2017-10-15,Moto,Q37.48,Q25.11,Q12.37
342311,Q92.24,2017-12-07,Moto,Q21.24,Q13.17,Q8.07
425911,Q107.09,2017-01-24,Moto,Q88.09,Q59.90,Q28.19
700968,Q179.62,2017-03-19,Moto,Q159.62,Q102.16,Q57.46
487538,Q56.33,2017-02-22,Moto,Q34.33,Q21.29,Q13.05
573625,Q51.54,2017-03-23,Moto,Q28.54,Q18.26,Q10.27
304332,Q174.25,2017-05-16,Moto,Q75.25,Q48.91,Q26.34
390715,Q144.84,2017-09-21,Moto,Q65.84,Q44.11,Q21.73
924457,Q126.71,2017-11-27,Moto,Q94.71,Q58.72,Q35.99
578757,Q147.26,2017-07-23,Moto,Q52.26,Q35.01,Q17.24
965775,Q130.15,2017-12-14,Moto,Q31.15,Q20.87,Q10.28
923426,Q118.97,2017-05-30,Moto,Q29.97,Q19.48,Q10.49
923426,Q154.23,2017-08-30,Moto,Q80.23,Q51.35,Q28.88
975403,Q152.34,2017-09-08,Moto,Q57.34,Q33.83,Q23.51
982301,Q119.28,2017-10-24,Moto,Q26.28,Q15.77,Q10.51
982301,Q169.36,2017-06-29,Moto,Q71.36,Q44.96,Q26.40
841089,Q171.24,2017-02-14,Moto,Q73.24,Q43.94,Q29.30
467909,Q132.03,2017-04-21,Moto,Q62.03,Q39.70,Q22.33
680940,Q92.86,2017-09-21,Moto,Q40.86,Q25.33,Q15.53
680940,Q109.29,2017-12-15,Moto,Q94.29,Q62.23,Q32.06
680940,Q132.05,2017-06-23,Moto,Q71.05,Q43.34,Q27.71
680940,Q103.77,2017-03-12,Moto,Q80.77,Q49.27,Q31.50
440897,Q116.74,2017-09-10,Moto,Q42.74,Q26.07,Q16.67
592188,Q52.10,2017-01-31,Moto,Q27.10,Q16.26,Q10.84
592188,Q112.68,2017-03-06,Moto,Q43.68,Q27.96,Q15.73
613316,Q96.02,2017-02-15,Moto,Q81.02,Q51.86,Q29.17
455193,Q144.35,2017-07-15,Moto,Q73.35,Q45.48,Q27.87
466557,Q152.10,2017-06-14,Moto,Q71.10,Q43.37,Q27.73
854138,Q59.79,2017-03-05,Moto,Q38.79,Q25.60,Q13.19
854138,Q128.05,2017-11-14,Moto,Q40.05,Q24.43,Q15.62
836767,Q60.13,2017-02-05,Moto,Q38.13,Q25.93,Q12.20
511473,Q151.80,2017-12-10,Moto,Q76.80,Q47.62,Q29.19
379039,Q155.32,2017-07-12,Moto,Q94.32,Q62.25,Q32.07
812439,Q187.17,2017-01-27,Moto,Q100.17,Q59.10,Q41.07
432108,Q74.66,2017-01-31,Moto,Q31.66,Q19.31,Q12.35
311384,Q112.64,2017-11-19,Moto,Q37.64,Q22.96,Q14.68
493955,Q125.81,2017-04-22,Moto,Q107.81,Q72.23,Q35.58
708727,Q103.84,2017-05-29,Moto,Q80.84,Q50.93,Q29.91
643375,Q82.04,2017-11-25,Moto,Q63.04,Q42.86,Q20.17
997170,Q205.96,2017-12-06,Moto,Q119.96,Q79.17,Q40.79
546060,Q98.16,2017-10-26,Moto,Q56.16,Q34.26,Q21.90
306769,Q116.95,2017-03-29,Moto,Q31.95,Q19.17,Q12.78
306769,Q127.23,2017-03-09,Moto,Q72.23,Q46.95,Q25.28
306769,Q160.01,2017-12-12,Moto,Q79.01,Q52.94,Q26.07
689336,Q147.72,2017-05-05,Moto,Q70.72,Q45.26,Q25.46
721577,Q81.08,2017-03-20,Moto,Q17.08,Q10.93,Q6.15
678937,Q80.49,2017-07-20,Moto,Q32.49,Q21.44,Q11.05
576106,Q106.32,2017-03-12,Moto,Q30.32,Q19.10,Q11.22
931155,Q99.72,2017-05-05,Moto,Q82.72,Q55.42,Q27.30
462862,Q127.80,2017-08-09,Moto,Q63.80,Q40.83,Q22.97
763042,Q135.99,2017-08-19,Moto,Q49.99,Q32.49,Q17.50
792952,Q93.81,2017-03-09,Moto,Q34.81,Q21.93,Q12.88
796244,Q83.77,2017-07-26,Moto,Q26.77,Q17.94,Q8.83
658860,Q169.30,2017-03-24,Moto,Q70.30,Q44.29,Q26.01
595043,Q127.57,2017-04-23,Moto,Q66.57,Q41.27,Q25.30
909305,Q144.59,2017-09-27,Moto,Q79.59,Q50.14,Q29.45
579165,Q99.15,2017-12-27,Moto,Q71.15,Q44.12,Q27.04
591853,Q110.97,2017-06-07,Moto,Q63.97,Q41.58,Q22.39
454963,Q166.28,2017-06-14,Moto,Q74.28,Q46.79,Q27.48
673811,Q131.64,2017-03-30,Moto,Q58.64,Q36.36,Q22.28
495611,Q63.12,2017-06-23,Moto,Q41.12,Q25.08,Q16.04
643531,Q190.98,2017-02-06,Moto,Q109.98,Q71.49,Q38.49
886489,Q180.62,2017-12-10,Moto,Q95.62,Q65.02,Q30.60
313268,Q118.44,2017-01-21,Moto,Q84.44,Q56.58,Q27.87
310710,Q144.74,2017-03-19,Moto,Q50.74,Q31.96,Q18.77
645841,Q167.67,2017-02-03,Moto,Q70.67,Q47.35,Q23.32
466139,Q159.28,2017-12-28,Moto,Q144.28,Q88.01,Q56.27
375373,Q143.62,2017-11-30,Moto,Q84.62,Q53.31,Q31.31
466476,Q124.70,2017-05-02,Moto,Q79.70,Q50.21,Q29.49
440107,Q64.41,2017-04-14,Moto,Q48.41,Q31.47,Q16.94
848193,Q114.04,2017-11-29,Moto,Q36.04,Q22.71,Q13.33
713844,Q106.86,2017-01-02,Moto,Q80.86,Q50.94,Q29.92
875081,Q148.03,2017-10-12,Moto,Q96.03,Q63.38,Q32.65
566782,Q130.93,2017-09-28,Moto,Q47.93,Q32.60,Q15.34
650091,Q84.24,2017-05-07,Moto,Q27.24,Q16.62,Q10.62
650091,Q128.89,2017-08-05,Moto,Q70.89,Q41.83,Q29.07
788148,Q107.15,2017-10-14,Moto,Q90.15,Q61.30,Q28.85
788148,Q170.62,2017-02-05,Moto,Q79.62,Q47.77,Q31.85
837133,Q191.04,2017-01-27,Moto,Q91.04,Q59.18,Q31.86
837133,Q143.59,2017-11-08,Moto,Q75.59,Q51.40,Q24.19
337873,Q151.44,2017-03-04,Moto,Q79.44,Q48.46,Q30.98
337873,Q73.79,2017-07-31,Moto,Q55.79,Q36.82,Q18.97
434039,Q81.54,2017-10-10,Moto,Q32.54,Q20.82,Q11.71
679066,Q154.84,2017-01-08,Moto,Q79.84,Q50.30,Q29.54
907921,Q58.07,2017-11-11,Moto,Q33.07,Q22.15,Q10.91
907921,Q101.68,2017-03-18,Moto,Q43.68,Q27.08,Q16.60
966551,Q156.61,2017-04-21,Moto,Q57.61,Q39.17,Q18.43
627716,Q159.19,2017-01-25,Moto,Q104.19,Q67.72,Q36.47
627716,Q106.27,2017-08-22,Moto,Q85.27,Q52.87,Q32.40
492370,Q117.37,2017-05-10,Moto,Q62.37,Q42.41,Q19.96
370302,Q159.01,2017-11-13,Moto,Q65.01,Q40.30,Q24.70
541346,Q129.62,2017-08-23,Moto,Q47.62,Q32.38,Q15.24
902126,Q108.18,2017-03-20,Moto,Q39.18,Q23.51,Q15.67
429382,Q96.34,2017-08-11,Moto,Q19.34,Q12.57,Q6.77
358083,Q60.81,2017-06-02,Moto,Q33.81,Q20.28,Q13.52
312248,Q157.07,2017-12-31,Moto,Q79.07,Q50.60,Q28.47
392786,Q183.46,2017-07-03,Moto,Q126.46,Q77.14,Q49.32
418429,Q115.61,2017-12-31,Moto,Q50.61,Q31.38,Q19.23
742147,Q97.84,2017-07-25,Moto,Q53.84,Q33.92,Q19.92
740639,Q138.66,2017-11-10,Moto,Q80.66,Q53.23,Q27.42
637553,Q129.65,2017-08-30,Moto,Q67.65,Q39.91,Q27.74
926279,Q119.32,2017-12-04,Moto,Q19.32,Q12.75,Q6.57
601096,Q96.74,2017-12-13,Moto,Q54.74,Q33.94,Q20.80
611922,Q110.38,2017-02-02,Moto,Q15.38,Q10.00,Q5.38
381445,Q102.91,2017-04-11,Moto,Q60.91,Q40.81,Q20.10
539613,Q114.08,2017-09-02,Moto,Q93.08,Q55.85,Q37.23
311370,Q104.16,2017-04-12,Moto,Q58.16,Q38.38,Q19.77
311370,Q128.31,2017-07-13,Moto,Q67.31,Q41.73,Q25.58
818847,Q133.78,2017-03-03,Moto,Q58.78,Q38.79,Q19.99
742831,Q101.98,2017-04-15,Moto,Q62.98,Q38.42,Q24.56
553463,Q112.82,2017-12-09,Moto,Q39.82,Q24.29,Q15.53
578392,Q159.92,2017-04-28,Moto,Q59.92,Q38.95,Q20.97
421813,Q126.92,2017-03-31,Moto,Q58.92,Q38.30,Q20.62
385122,Q106.99,2017-06-04,Moto,Q38.99,Q25.73,Q13.26
463452,Q138.91,2017-07-13,Moto,Q87.91,Q59.78,Q28.13
523128,Q119.45,2017-06-08,Moto,Q66.45,Q40.54,Q25.92
577534,Q84.83,2017-05-16,Moto,Q62.83,Q38.32,Q24.50
654185,Q139.77,2017-06-09,Moto,Q41.77,Q27.57,Q14.20
575734,Q81.47,2017-04-23,Moto,Q65.47,Q38.63,Q26.84
941480,Q85.96,2017-05-05,Moto,Q41.96,Q28.53,Q13.43
573747,Q128.20,2017-02-27,Moto,Q46.20,Q27.72,Q18.48
779088,Q147.19,2017-10-15,Moto,Q71.19,Q48.41,Q22.78
779088,Q187.93,2017-09-13,Moto,Q91.93,Q54.24,Q37.69
627418,Q125.42,2017-03-07,Moto,Q74.42,Q46.88,Q27.54
348394,Q127.30,2017-11-07,Moto,Q36.30,Q24.32,Q11.98
348394,Q143.60,2017-09-23,Moto,Q85.60,Q57.35,Q28.25
420930,Q94.67,2017-10-21,Moto,Q27.67,Q18.54,Q9.13
893359,Q120.90,2017-03-12,Moto,Q28.90,Q18.20,Q10.69
813965,Q78.44,2017-08-03,Moto,Q18.44,Q12.54,Q5.90
797301,Q94.19,2017-05-01,Moto,Q46.19,Q28.64,Q17.55
973655,Q150.55,2017-04-10,Moto,Q103.55,Q64.20,Q39.35
341894,Q78.09,2017-08-03,Moto,Q58.09,Q37.18,Q20.91
551925,Q183.85,2017-09-13,Moto,Q91.85,Q57.87,Q33.98
557988,Q116.52,2017-03-22,Moto,Q69.52,Q46.58,Q22.94
594209,Q188.14,2017-12-22,Moto,Q91.14,Q53.77,Q37.37
631327,Q191.02,2017-06-09,Moto,Q104.02,Q66.57,Q37.45
548468,Q134.65,2017-09-26,Moto,Q86.65,Q51.99,Q34.66
881912,Q107.16,2017-02-24,Moto,Q53.16,Q34.02,Q19.14
680362,Q156.98,2017-11-01,Moto,Q66.98,Q39.52,Q27.46
680362,Q179.66,2017-04-19,Moto,Q82.66,Q53.73,Q28.93
362376,Q57.28,2017-11-18,Moto,Q19.28,Q11.38,Q7.91
362376,Q76.87,2017-03-07,Moto,Q40.87,Q27.38,Q13.49
441263,Q131.68,2017-05-27,Moto,Q77.68,Q52.05,Q25.63
441263,Q146.85,2017-09-08,Moto,Q104.85,Q68.15,Q36.70
328803,Q90.61,2017-05-30,Moto,Q74.61,Q49.24,Q25.37
906280,Q142.26,2017-03-19,Moto,Q61.26,Q36.76,Q24.50
825868,Q146.68,2017-02-22,Moto,Q95.68,Q58.37,Q37.32
825868,Q96.95,2017-07-02,Moto,Q71.95,Q47.49,Q24.46
826664,Q131.44,2017-03-03,Moto,Q40.44,Q27.10,Q13.35
915551,Q138.38,2017-05-30,Moto,Q38.38,Q23.79,Q14.58
915551,Q79.90,2017-03-19,Moto,Q52.90,Q31.74,Q21.16
915551,Q70.34,2017-09-14,Moto,Q34.34,Q20.26,Q14.08
579023,Q83.82,2017-12-08,Moto,Q56.82,Q38.64,Q18.18
741199,Q40.55,2017-05-18,Moto,Q17.55,Q11.23,Q6.32
865808,Q175.08,2017-05-07,Moto,Q135.08,Q89.15,Q45.93
941436,Q132.42,2017-02-25,Moto,Q100.42,Q64.27,Q36.15
941436,Q159.67,2017-05-27,Moto,Q125.67,Q79.17,Q46.50
941436,Q236.50,2017-06-07,Moto,Q139.50,Q90.68,Q48.83
997967,Q154.29,2017-06-01,Moto,Q110.29,Q69.48,Q40.81
436868,Q152.44,2017-03-23,Moto,Q72.44,Q48.53,Q23.91
432411,Q152.83,2017-11-29,Moto,Q63.83,Q39.58,Q24.26
705782,Q88.24,2017-10-29,Moto,Q44.24,Q28.75,Q15.48
754262,Q88.49,2017-08-17,Moto,Q72.49,Q42.77,Q29.72
754262,Q150.14,2017-12-31,Moto,Q92.14,Q61.73,Q30.40
