ID,factura,Fecha,vehiculo,costo_total,costo_directo,costo_fijo
937229,Q256.74,2017-02-15,Camion_5,Q234.74,Q152.58,Q82.16
937229,Q290.66,2017-09-26,Camion_5,Q231.66,Q150.58,Q81.08
937229,Q204.73,2017-05-15,Camion_5,Q178.73,Q121.54,Q57.19
694561,Q150.40,2017-04-11,Camion_5,Q123.40,Q83.91,Q39.49
694561,Q174.99,2017-04-14,Camion_5,Q124.99,Q81.24,Q43.75
694561,Q155.98,2017-09-04,Camion_5,Q102.98,Q68.99,Q33.98
404437,Q155.03,2017-11-15,Camion_5,Q127.03,Q74.95,Q52.08
404437,Q196.65,2017-02-12,Camion_5,Q143.65,Q96.25,Q47.40
404437,Q199.11,2017-04-25,Camion_5,Q134.11,Q85.83,Q48.28
463841,Q216.14,2017-10-03,Camion_5,Q146.14,Q97.91,Q48.23
463841,Q154.85,2017-11-05,Camion_5,Q89.85,Q58.40,Q31.45
702737,Q116.39,2017-02-28,Camion_5,Q90.39,Q56.95,Q33.44
627621,Q149.09,2017-06-19,Camion_5,Q77.09,Q48.57,Q28.52
627621,Q36.43,2017-08-09,Camion_5,Q5.43,Q3.64,Q1.79
876270,Q113.05,2017-06-27,Camion_5,Q87.05,Q51.36,Q35.69
997757,Q300.22,2017-03-17,Camion_5,Q264.22,Q179.67,Q84.55
784334,Q156.74,2017-01-18,Camion_5,Q103.74,Q67.43,Q36.31
784334,Q154.10,2017-01-16,Camion_5,Q92.10,Q54.34,Q37.76
300067,Q132.06,2017-01-09,Camion_5,Q85.06,Q53.59,Q31.47
300067,Q98.68,2017-03-30,Camion_5,Q61.68,Q41.94,Q19.74
421769,Q219.16,2017-07-13,Camion_5,Q156.16,Q99.94,Q56.22
449687,Q125.73,2017-11-22,Camion_5,Q89.73,Q57.43,Q32.30
803132,Q152.28,2017-08-15,Camion_5,Q93.28,Q55.04,Q38.25
803132,Q120.98,2017-12-06,Camion_5,Q95.98,Q64.31,Q31.68
803132,Q163.30,2017-11-17,Camion_5,Q103.30,Q61.98,Q41.32
987001,Q157.89,2017-10-30,Camion_5,Q107.89,Q63.65,Q44.23
987001,Q125.41,2017-05-12,Camion_5,Q104.41,Q69.96,Q34.46
614003,Q150.08,2017-03-04,Camion_5,Q129.08,Q80.03,Q49.05
614003,Q189.62,2017-02-10,Camion_5,Q130.62,Q83.59,Q47.02
758776,Q126.97,2017-10-20,Camion_5,Q72.97,Q48.16,Q24.81
717510,Q196.36,2017-10-03,Camion_5,Q134.36,Q88.68,Q45.68
711272,Q149.68,2017-12-22,Camion_5,Q134.68,Q91.58,Q43.10
476908,Q219.16,2017-12-12,Camion_5,Q167.16,Q100.30,Q66.87
570070,Q191.13,2017-01-02,Camion_5,Q154.13,Q97.10,Q57.03
570070,Q175.10,2017-08-09,Camion_5,Q146.10,Q94.97,Q51.14
570070,Q180.03,2017-06-10,Camion_5,Q147.03,Q98.51,Q48.52
570070,Q222.51,2017-10-31,Camion_5,Q150.51,Q100.85,Q49.67
570070,Q174.80,2017-09-07,Camion_5,Q114.80,Q68.88,Q45.92
570070,Q188.34,2017-11-26,Camion_5,Q131.34,Q89.31,Q42.03
570070,Q180.54,2017-01-26,Camion_5,Q115.54,Q70.48,Q45.06
570070,Q195.87,2017-04-09,Camion_5,Q150.87,Q102.59,Q48.28
851244,Q174.18,2017-05-08,Camion_5,Q155.18,Q94.66,Q60.52
711220,Q127.28,2017-01-13,Camion_5,Q106.28,Q65.89,Q40.39
711220,Q135.11,2017-09-22,Camion_5,Q108.11,Q67.03,Q41.08
809682,Q190.20,2017-01-02,Camion_5,Q138.20,Q92.60,Q45.61
809682,Q134.83,2017-02-18,Camion_5,Q115.83,Q77.61,Q38.22
576103,Q184.08,2017-03-26,Camion_5,Q162.08,Q100.49,Q61.59
647308,Q258.56,2017-03-11,Camion_5,Q223.56,Q138.60,Q84.95
647308,Q309.60,2017-07-08,Camion_5,Q243.60,Q158.34,Q85.26
647308,Q275.89,2017-08-10,Camion_5,Q214.89,Q133.23,Q81.66
556399,Q161.01,2017-06-03,Camion_5,Q95.01,Q57.95,Q37.05
556399,Q207.90,2017-07-10,Camion_5,Q134.90,Q90.38,Q44.52
556399,Q104.92,2017-01-23,Camion_5,Q87.92,Q55.39,Q32.53
556399,Q153.11,2017-03-19,Camion_5,Q128.11,Q76.87,Q51.24
556399,Q128.73,2017-03-01,Camion_5,Q95.73,Q61.27,Q34.46
556399,Q191.98,2017-12-20,Camion_5,Q144.98,Q89.89,Q55.09
556399,Q133.84,2017-06-22,Camion_5,Q118.84,Q74.87,Q43.97
556399,Q163.92,2017-11-19,Camion_5,Q110.92,Q75.43,Q35.50
556399,Q195.49,2017-03-30,Camion_5,Q148.49,Q93.55,Q54.94
673130,Q137.55,2017-04-14,Camion_5,Q96.55,Q61.79,Q34.76
673130,Q136.67,2017-03-21,Camion_5,Q114.67,Q77.98,Q36.69
797559,Q205.46,2017-11-11,Camion_5,Q148.46,Q89.08,Q59.38
374207,Q178.40,2017-12-25,Camion_5,Q161.40,Q96.84,Q64.56
374207,Q174.60,2017-12-09,Camion_5,Q126.60,Q78.49,Q48.11
940855,Q226.40,2017-01-01,Camion_5,Q152.40,Q103.63,Q48.77
940855,Q206.28,2017-02-25,Camion_5,Q177.28,Q109.91,Q67.37
940855,Q203.58,2017-08-11,Camion_5,Q184.58,Q119.98,Q64.60
940855,Q246.07,2017-10-17,Camion_5,Q218.07,Q146.10,Q71.96
863400,Q185.07,2017-11-06,Camion_5,Q114.07,Q68.44,Q45.63
558291,Q130.43,2017-04-09,Camion_5,Q55.43,Q37.14,Q18.29
558291,Q82.34,2017-07-17,Camion_5,Q58.34,Q39.67,Q18.67
558291,Q97.15,2017-04-02,Camion_5,Q57.15,Q36.00,Q21.15
558291,Q118.52,2017-11-01,Camion_5,Q60.52,Q38.73,Q21.79
538742,Q135.79,2017-10-17,Camion_5,Q96.79,Q60.01,Q36.78
538742,Q177.83,2017-03-13,Camion_5,Q117.83,Q69.52,Q48.31
538742,Q153.72,2017-02-19,Camion_5,Q133.72,Q86.92,Q46.80
538742,Q127.02,2017-10-08,Camion_5,Q76.02,Q50.17,Q25.85
538742,Q138.96,2017-04-13,Camion_5,Q85.96,Q51.58,Q34.39
712727,Q163.11,2017-03-17,Camion_5,Q126.11,Q78.19,Q47.92
712727,Q241.77,2017-06-07,Camion_5,Q188.77,Q124.59,Q64.18
712727,Q254.44,2017-09-18,Camion_5,Q179.44,Q116.63,Q62.80
840617,Q169.42,2017-05-22,Camion_5,Q146.42,Q89.31,Q57.10
665645,Q50.13,2017-03-03,Camion_5,Q15.13,Q9.38,Q5.75
513869,Q199.22,2017-02-06,Camion_5,Q155.22,Q93.13,Q62.09
589969,Q121.83,2017-03-07,Camion_5,Q75.83,Q50.80,Q25.02
589969,Q126.28,2017-06-19,Camion_5,Q77.28,Q46.37,Q30.91
589969,Q144.58,2017-09-25,Camion_5,Q86.58,Q54.54,Q32.03
589969,Q124.23,2017-08-18,Camion_5,Q80.23,Q50.55,Q29.69
589969,Q139.88,2017-11-15,Camion_5,Q100.88,Q64.56,Q36.32
589969,Q197.01,2017-09-10,Camion_5,Q136.01,Q87.05,Q48.97
589969,Q153.08,2017-07-11,Camion_5,Q111.08,Q67.76,Q43.32
589969,Q118.27,2017-11-29,Camion_5,Q84.27,Q57.31,Q26.97
589969,Q151.58,2017-06-07,Camion_5,Q121.58,Q77.81,Q43.77
589969,Q200.98,2017-08-01,Camion_5,Q144.98,Q97.14,Q47.84
589969,Q147.11,2017-07-09,Camion_5,Q76.11,Q51.76,Q24.36
589969,Q120.67,2017-08-14,Camion_5,Q89.67,Q54.70,Q34.97
589969,Q169.37,2017-08-12,Camion_5,Q95.37,Q61.99,Q33.38
589969,Q146.58,2017-12-26,Camion_5,Q95.58,Q62.13,Q33.45
716436,Q189.61,2017-08-21,Camion_5,Q168.61,Q114.65,Q53.95
736192,Q169.09,2017-07-07,Camion_5,Q115.09,Q74.81,Q40.28
785595,Q126.66,2017-03-17,Camion_5,Q91.66,Q56.83,Q34.83
422966,Q162.90,2017-04-07,Camion_5,Q137.90,Q81.36,Q56.54
720000,Q277.21,2017-08-04,Camion_5,Q209.21,Q129.71,Q79.50
684140,Q114.23,2017-02-06,Camion_5,Q78.23,Q46.94,Q31.29
684140,Q180.74,2017-08-28,Camion_5,Q144.74,Q92.63,Q52.10
684140,Q178.23,2017-10-13,Camion_5,Q135.23,Q87.90,Q47.33
684140,Q126.66,2017-11-20,Camion_5,Q110.66,Q68.61,Q42.05
488867,Q114.94,2017-01-30,Camion_5,Q70.94,Q43.98,Q26.96
488867,Q130.34,2017-10-02,Camion_5,Q114.34,Q69.75,Q44.59
374816,Q148.32,2017-08-23,Camion_5,Q87.32,Q59.37,Q27.94
332394,Q171.58,2017-02-20,Camion_5,Q111.58,Q68.06,Q43.52
332394,Q130.15,2017-05-08,Camion_5,Q94.15,Q57.43,Q36.72
332394,Q164.18,2017-03-16,Camion_5,Q104.18,Q69.80,Q34.38
908300,Q112.18,2017-09-27,Camion_5,Q58.18,Q34.91,Q23.27
351370,Q167.60,2017-12-28,Camion_5,Q113.60,Q73.84,Q39.76
351370,Q229.89,2017-08-07,Camion_5,Q165.89,Q111.15,Q54.75
616433,Q198.82,2017-02-02,Camion_5,Q149.82,Q94.38,Q55.43
310380,Q210.44,2017-05-15,Camion_5,Q146.44,Q96.65,Q49.79
911162,Q150.95,2017-01-12,Camion_5,Q88.95,Q55.15,Q33.80
911162,Q122.14,2017-09-06,Camion_5,Q67.14,Q40.96,Q26.19
911162,Q111.69,2017-09-21,Camion_5,Q80.69,Q50.03,Q30.66
911162,Q84.86,2017-12-14,Camion_5,Q62.86,Q37.09,Q25.77
596100,Q132.19,2017-09-28,Camion_5,Q104.19,Q65.64,Q38.55
633837,Q162.16,2017-12-17,Camion_5,Q94.16,Q59.32,Q34.84
633837,Q107.55,2017-09-08,Camion_5,Q85.55,Q52.19,Q33.36
331832,Q163.13,2017-10-30,Camion_5,Q134.13,Q87.19,Q46.95
935914,Q96.26,2017-02-10,Camion_5,Q75.26,Q50.42,Q24.84
935914,Q187.63,2017-09-28,Camion_5,Q112.63,Q75.46,Q37.17
935914,Q132.10,2017-04-27,Camion_5,Q73.10,Q48.97,Q24.12
935914,Q147.55,2017-09-27,Camion_5,Q108.55,Q69.47,Q39.08
935914,Q175.20,2017-03-23,Camion_5,Q115.20,Q71.42,Q43.78
935914,Q133.89,2017-09-03,Camion_5,Q59.89,Q38.33,Q21.56
721777,Q211.74,2017-01-30,Camion_5,Q139.74,Q89.44,Q50.31
721777,Q192.00,2017-05-25,Camion_5,Q133.00,Q87.78,Q45.22
735785,Q256.25,2017-09-20,Camion_5,Q193.25,Q123.68,Q69.57
735785,Q243.14,2017-06-01,Camion_5,Q183.14,Q111.71,Q71.42
735785,Q239.66,2017-06-24,Camion_5,Q192.66,Q131.01,Q61.65
975092,Q130.64,2017-01-26,Camion_5,Q108.64,Q64.10,Q44.54
728824,Q180.72,2017-08-07,Camion_5,Q156.72,Q103.44,Q53.29
926894,Q205.76,2017-02-18,Camion_5,Q175.76,Q105.46,Q70.31
307716,Q166.13,2017-10-25,Camion_5,Q133.13,Q83.87,Q49.26
307716,Q203.14,2017-05-01,Camion_5,Q151.14,Q102.77,Q48.36
307716,Q156.72,2017-10-07,Camion_5,Q116.72,Q73.53,Q43.19
847505,Q84.83,2017-09-29,Camion_5,Q56.83,Q34.10,Q22.73
623201,Q90.11,2017-03-30,Camion_5,Q41.11,Q25.49,Q15.62
843397,Q247.76,2017-06-16,Camion_5,Q217.76,Q141.54,Q76.22
825011,Q281.26,2017-10-14,Camion_5,Q232.26,Q148.64,Q83.61
878068,Q154.25,2017-06-20,Camion_5,Q88.25,Q52.95,Q35.30
878068,Q169.73,2017-09-04,Camion_5,Q124.73,Q81.07,Q43.65
966060,Q141.41,2017-10-29,Camion_5,Q98.41,Q64.95,Q33.46
712859,Q198.66,2017-11-12,Camion_5,Q153.66,Q104.49,Q49.17
441769,Q154.76,2017-02-26,Camion_5,Q105.76,Q66.63,Q39.13
